date_of_spill_edit,operator_edit,lease_facility_name,county_edit,type_operation,source,probable_cause_edit,release_crude_oil_edit,release_prod_water_edit,recovery_crude_oil_edit,recovery_prod_water_edit,spill_on_water_edit
2013-12-09,Energen (acq. by Diamondback 2019),Rudd,Gaines,production,flowline,CORROSION,1260,420,840,210,NO
2013-12-11,Energen (acq. by Diamondback 2019),Fortune 57-3,Reeves,injection/disposal,tank battery,HUMAN ERROR,0,4326,0,4200,NO
2013-12-14,Energen (acq. by Diamondback 2019),University 43-18,Ward,injection/disposal,tank battery,MECHANICAL FAILURE,2982,1344,2940,1260,NO
2013-12-27,Energen (acq. by Diamondback 2019),University 8-19,Loving,production,tank battery,HUMAN ERROR,672,2184,630,2100,NO
2014-01-05,Energen (acq. by Diamondback 2019),University 43-18,Ward,production,tank battery,MECHANICAL FAILURE,1092,2142,1050,2100,NO
2014-01-07,Energen (acq. by Diamondback 2019),Piranha 56,Ward,injection/disposal,tank battery,WEATHER,0,3108,0,2940,NO
2014-01-07,Energen (acq. by Diamondback 2019),"Pruett, T.B. Et Al",Ward,injection/disposal,tank battery,MECHANICAL FAILURE,0,17220,0,16800,NO
2014-01-09,Energen (acq. by Diamondback 2019),Copperhead 53-14,Loving,processing,tank battery,MECHANICAL FAILURE,4410,4620,4200,4200,NO
2014-01-11,Energen (acq. by Diamondback 2019),Benton 3-12,Reeves,production,tank battery,HUMAN ERROR,42,10920,0,10626,NO
2014-01-11,Energen (acq. by Diamondback 2019),University 43-18,Ward,production,tank battery,HUMAN ERROR,0,5124,0,5040,NO
2014-01-27,Energen (acq. by Diamondback 2019),North Westbrook Unit,Mitchell,injection/disposal,flowline,MECHANICAL FAILURE,210,10500,0,42,NO
2014-02-08,Energen (acq. by Diamondback 2019),Tisdale Unit 56-8,Reeves,production,tank battery,MECHANICAL FAILURE,0,16044,0,15960,NO
2014-02-12,Energen (acq. by Diamondback 2019),Copperhead 53-14,Loving,production,well,HUMAN ERROR,11760,840,10920,420,NO
2014-03-02,Energen (acq. by Diamondback 2019),Winchester 57-10,Reeves,injection/disposal,pump,MECHANICAL FAILURE,0,6510,0,6468,NO
2014-03-02,Energen (acq. by Diamondback 2019),Bodacious C7-19,Reeves,injection/disposal,pump,MECHANICAL FAILURE,0,5670,0,5628,NO
2014-03-04,Energen (acq. by Diamondback 2019),Fort Stockton Unit,Pecos,injection/disposal,flowline,CORROSION,0,5040,0,0,NO
2014-03-04,Energen (acq. by Diamondback 2019),Roca Unit 7,Ward,production,tank battery,MECHANICAL FAILURE,2982,252,2940,210,NO
2014-03-05,Energen (acq. by Diamondback 2019),North Westbrook Unit,Mitchell,production,flowline,MECHANICAL FAILURE,504,1470,84,630,NO
2014-03-09,Energen (acq. by Diamondback 2019),Black Mamba 1-57,Loving,production,tank battery,MECHANICAL FAILURE,420,546,378,504,NO
2014-03-12,Energen (acq. by Diamondback 2019),University 8-19,Loving,production,flowline,WEATHER,84,12600,84,12600,NO
2014-03-30,Energen (acq. by Diamondback 2019),Kath 3-11,Reeves,production,tank battery,MECHANICAL FAILURE,3864,1428,3780,1260,NO
2014-04-04,Energen (acq. by Diamondback 2019),Ware 30,Howard,injection/disposal,pump,MECHANICAL FAILURE,0,3360,0,3192,NO
2014-04-05,Energen (acq. by Diamondback 2019),Matador 6-33,Reeves,production,tank battery,WEATHER,42,126,0,0,NO
2014-04-06,Energen (acq. by Diamondback 2019),Benton 3-12,Reeves,production,pump,MECHANICAL FAILURE,294,9870,252,9744,NO
2014-04-14,Energen (acq. by Diamondback 2019),"Thomason ""D""",Glasscock,production,tank battery,MECHANICAL FAILURE,0,3822,0,3780,NO
2014-04-18,Energen (acq. by Diamondback 2019),State 54-8,Reeves,injection/disposal,flowline,HUMAN ERROR,0,22260,0,21840,NO
2014-04-29,Energen (acq. by Diamondback 2019),Dimmit 28,Loving,production,vehicle,HUMAN ERROR,3444,22470,3360,22260,NO
2014-04-29,Energen (acq. by Diamondback 2019),University 20-B SWD,Loving,production,pump,MECHANICAL FAILURE,462,3906,420,3780,NO
2014-05-01,Energen (acq. by Diamondback 2019),North Westbrook Unit,Mitchell,injection/disposal,flowline,CORROSION,0,87360,0,65520,NO
2014-05-09,Energen (acq. by Diamondback 2019),University 43-18 SWD,Ward,injection/disposal,pump,MECHANICAL FAILURE,0,46620,0,46200,NO
2014-05-19,Energen (acq. by Diamondback 2019),State Franklin 67,Reeves,injection/disposal,pump,MECHANICAL FAILURE,0,17304,0,17220,NO
2014-05-24,Energen (acq. by Diamondback 2019),Fortune 57-3,Reeves,injection/disposal,pump,MECHANICAL FAILURE,0,8526,0,8400,NO
2014-05-26,Energen (acq. by Diamondback 2019),North Westbrook Unit,Mitchell,production,pump,WEATHER,1050,4200,840,3990,NO
2014-06-15,Energen (acq. by Diamondback 2019),Compressor Site,Reeves,transportation,tank battery,MECHANICAL FAILURE,4998,4704,4956,4620,NO
2014-06-16,Energen (acq. by Diamondback 2019),State 54-8,Reeves,production,flowline,MECHANICAL FAILURE,4284,160020,4200,159600,NO
2014-06-23,Energen (acq. by Diamondback 2019),Winchester 57-10,Reeves,production,pump,MECHANICAL FAILURE,1722,15204,1680,15120,NO
2014-07-06,Energen (acq. by Diamondback 2019),North Robertson Unit,Gaines,injection/disposal,pump,MECHANICAL FAILURE,0,55860,0,53340,NO
2014-07-08,Energen (acq. by Diamondback 2019),Stasey,Howard,injection/disposal,pump,MECHANICAL FAILURE,0,9450,0,9240,NO
2014-07-12,Energen (acq. by Diamondback 2019),Whiteface Unit,Cochran,production,flowline,CORROSION,420,6720,420,6720,NO
2014-07-13,Energen (acq. by Diamondback 2019),McGinley,Ward,production,pump,MECHANICAL FAILURE,1260,6720,1050,6510,NO
2014-07-14,Energen (acq. by Diamondback 2019),Matador 6-33,Reeves,production,pump,MECHANICAL FAILURE,2310,2940,2100,2520,NO
2014-07-15,Energen (acq. by Diamondback 2019),North Robertson Unit,Gaines,injection/disposal,well,CORROSION,0,16800,0,16800,NO
2014-07-26,Energen (acq. by Diamondback 2019),"Lewis, R.S. ""16""",Martin,production,tank battery,CORROSION,378,756,0,0,NO
2014-07-28,Energen (acq. by Diamondback 2019),State Franklin 67,Reeves,injection/disposal,pump,CORROSION,0,12684,0,12600,NO
2014-08-01,Energen (acq. by Diamondback 2019),University 31-18,Ward,injection/disposal,tank battery,WEATHER,0,8610,0,8400,NO
2014-08-02,Energen (acq. by Diamondback 2019),Katie 1-72,Loving,production,tank battery,MECHANICAL FAILURE,84,16968,84,16800,NO
2014-08-02,Energen (acq. by Diamondback 2019),Hognose 1-67 Unit,Loving,injection/disposal,tank battery,MECHANICAL FAILURE,462,2184,420,2100,NO
2014-08-04,Energen (acq. by Diamondback 2019),North Westbrook Unit,Mitchell,injection/disposal,flowline,MECHANICAL FAILURE,42,14700,0,12600,NO
2014-08-07,Energen (acq. by Diamondback 2019),University 43-18 SWD,Ward,injection/disposal,pump,CORROSION,0,43260,0,42000,NO
2014-08-08,Energen (acq. by Diamondback 2019),Red Bull 1-72,Loving,production,well,HUMAN ERROR,504,5040,420,3780,NO
